"","agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd","X_99133_00003","X_99133_00003_cd"
"153","USGS","05579630",2013-03-02,14.6,"A",NA,NA
"154","USGS","05579630",2013-03-03,13.6,"A",NA,NA
"155","USGS","05579630",2013-03-04,13,"A",NA,NA
"156","USGS","05579630",2013-03-05,12.7,"A",NA,NA
"157","USGS","05579630",2013-03-06,10.9,"A",NA,NA
"158","USGS","05579630",2013-03-07,12,"A",NA,NA
"159","USGS","05579630",2013-03-08,17.6,"A",NA,NA
"160","USGS","05579630",2013-03-09,30.6,"A",NA,NA
"161","USGS","05579630",2013-03-10,172,"A",NA,NA
"162","USGS","05579630",2013-03-11,93.9,"A",NA,NA
"163","USGS","05579630",2013-03-12,43.1,"A",NA,NA
"164","USGS","05579630",2013-03-13,31,"A",15.7,"A"
"165","USGS","05579630",2013-03-14,25.6,"A",15.3,"A"
"166","USGS","05579630",2013-03-15,23.1,"A",15,"A"
"167","USGS","05579630",2013-03-16,20.3,"A",14.8,"A"
"168","USGS","05579630",2013-03-17,17.7,"A",14.6,"A"
"169","USGS","05579630",2013-03-18,17.2,"A",14.5,"A"
"170","USGS","05579630",2013-03-19,14.5,"A",14.3,"A"
"171","USGS","05579630",2013-03-20,13.2,"A",14,"A"
"172","USGS","05579630",2013-03-21,12.3,"A",14,"A"
"173","USGS","05579630",2013-03-22,11.5,"A",13.7,"A"
"174","USGS","05579630",2013-03-23,10.8,"A",13.3,"A"
"175","USGS","05579630",2013-03-24,11.4,"A",13,"A"
"176","USGS","05579630",2013-03-25,10.3,"A",12.4,"A"
"177","USGS","05579630",2013-03-26,10.2,"A",12.1,"A"
"178","USGS","05579630",2013-03-27,11.3,"A",11.6,"A"
"179","USGS","05579630",2013-03-28,18.5,"A",12.8,"A"
"180","USGS","05579630",2013-03-29,24.7,"A",14.4,"A"
"181","USGS","05579630",2013-03-30,23.8,"A",14.4,"A"
"182","USGS","05579630",2013-03-31,21.3,"A",13.3,"A"
"183","USGS","05579630",2013-04-01,16.1,"A",13.6,"A"
"184","USGS","05579630",2013-04-02,13.9,"A",14,"A"
"185","USGS","05579630",2013-04-03,12.4,"A",14,"A"
"186","USGS","05579630",2013-04-04,12.3,"A",14,"A"
"187","USGS","05579630",2013-04-05,11.3,"A",13.9,"A"
"188","USGS","05579630",2013-04-06,11.3,"A",13.8,"A"
"189","USGS","05579630",2013-04-07,10.4,"A",13.6,"A"
"190","USGS","05579630",2013-04-08,10.2,"A",13.1,"A"
"191","USGS","05579630",2013-04-09,9.38,"A",12.8,"A"
"192","USGS","05579630",2013-04-10,13.1,"A",12.1,"A"
"193","USGS","05579630",2013-04-11,58.2,"A",15.6,"A"
"194","USGS","05579630",2013-04-12,32.2,"A",17.2,"A"
"195","USGS","05579630",2013-04-13,24.6,"A",16.4,"A"
"196","USGS","05579630",2013-04-14,21,"A",15.8,"A"
"197","USGS","05579630",2013-04-15,18.7,"A",15,"A"
"198","USGS","05579630",2013-04-16,186,"A",13.2,"A"
"199","USGS","05579630",2013-04-17,63,"A",17.4,"A"
"200","USGS","05579630",2013-04-18,410,"A",12.8,"A"
"201","USGS","05579630",2013-04-19,106,"A",14.7,"A"
"202","USGS","05579630",2013-04-20,47.2,"A",16.9,"A"
"203","USGS","05579630",2013-04-21,34.9,"A",17.3,"A"
"204","USGS","05579630",2013-04-22,29.3,"A",17.2,"A"
"205","USGS","05579630",2013-04-23,27.5,"A",16.1,"A"
"206","USGS","05579630",2013-04-24,31.5,"A",16,"A"
"207","USGS","05579630",2013-04-25,26.4,"A",16.7,"A"
"208","USGS","05579630",2013-04-26,22.8,"A",16.3,"A"
"209","USGS","05579630",2013-04-27,21.5,"A",16,"A"
"210","USGS","05579630",2013-04-28,23.3,"A",14.9,"A"
"211","USGS","05579630",2013-04-29,21.8,"A",15.6,"A"
"212","USGS","05579630",2013-04-30,19.9,"A",15.9,"A"
"213","USGS","05579630",2013-05-01,18.1,"A",15.3,"A"
"214","USGS","05579630",2013-05-02,18.6,"A",15,"A"
"215","USGS","05579630",2013-05-03,25.4,"A",14.3,"A"
"216","USGS","05579630",2013-05-04,33.5,"A",14.9,"A"
"217","USGS","05579630",2013-05-05,27.3,"A",16.1,"A"
"218","USGS","05579630",2013-05-06,23.4,"A",16.5,"A"
"219","USGS","05579630",2013-05-07,20.7,"A",16.3,"A"
"220","USGS","05579630",2013-05-08,19,"A",16.2,"A"
"221","USGS","05579630",2013-05-09,19.9,"A",15.6,"A"
"222","USGS","05579630",2013-05-10,19.7,"A",14.9,"A"
"223","USGS","05579630",2013-05-11,17.8,"A",15.1,"A"
"224","USGS","05579630",2013-05-12,16.3,"A",15.1,"A"
"225","USGS","05579630",2013-05-13,15.9,"A",14.9,"A"
"226","USGS","05579630",2013-05-14,16.1,"A",14.8,"A"
"227","USGS","05579630",2013-05-15,15.2,"A",14.5,"A"
"228","USGS","05579630",2013-05-16,14.6,"A",14.2,"A"
"229","USGS","05579630",2013-05-17,14.3,"A",14,"A"
"230","USGS","05579630",2013-05-18,14.1,"A",13.8,"A"
"231","USGS","05579630",2013-05-19,14.2,"A",13.6,"A"
"232","USGS","05579630",2013-05-20,14.1,"A",13.4,"A"
"233","USGS","05579630",2013-05-21,17,"A",13.6,"A"
"234","USGS","05579630",2013-05-22,15.8,"A",13.8,"A"
"235","USGS","05579630",2013-05-23,13.3,"A",14.1,"A"
"236","USGS","05579630",2013-05-24,11.8,"A",14.1,"A"
"237","USGS","05579630",2013-05-25,12.5,"A",14.1,"A"
"238","USGS","05579630",2013-05-26,14.1,"A",13.7,"A"
"239","USGS","05579630",2013-05-27,90.4,"A",17.5,"A"
"240","USGS","05579630",2013-05-28,72,"A",20.5,"A"
"241","USGS","05579630",2013-05-29,79.2,"A",17.6,"A"
"242","USGS","05579630",2013-05-30,39.8,"A",18.6,"A"
"243","USGS","05579630",2013-05-31,91.9,"A",13.5,"A"
"244","USGS","05579630",2013-06-01,93.9,"A",NA,NA
"245","USGS","05579630",2013-06-02,55.5,"A",NA,NA
"246","USGS","05579630",2013-06-03,33.8,"A",18,"A"
"247","USGS","05579630",2013-06-04,27.6,"A",17.3,"A"
"248","USGS","05579630",2013-06-05,24.2,"A",18.2,"A"
"249","USGS","05579630",2013-06-06,21.9,"A",18,"A"
"250","USGS","05579630",2013-06-07,19.6,"A",17.9,"A"
"251","USGS","05579630",2013-06-08,18.1,"A",17.7,"A"
"252","USGS","05579630",2013-06-09,17.4,"A",17.5,"A"
"253","USGS","05579630",2013-06-10,16.9,"A",17.2,"A"
"254","USGS","05579630",2013-06-11,15.6,"A",17,"A"
"255","USGS","05579630",2013-06-12,15.4,"A",17,"A"
"256","USGS","05579630",2013-06-13,14.4,"A",16.8,"A"
"257","USGS","05579630",2013-06-14,13.6,"A",16.4,"A"
"258","USGS","05579630",2013-06-15,13.9,"A",16.5,"A"
"259","USGS","05579630",2013-06-16,14.1,"A",16,"A"
"260","USGS","05579630",2013-06-17,13.2,"A",15.8,"A"
"261","USGS","05579630",2013-06-18,12.3,"A",15.6,"A"
"262","USGS","05579630",2013-06-19,11.5,"A",15.2,"A"
"263","USGS","05579630",2013-06-20,11.4,"A",15.1,"A"
"264","USGS","05579630",2013-06-21,25.4,"A",12.9,"A"
"265","USGS","05579630",2013-06-22,23.3,"A",15.1,"A"
"266","USGS","05579630",2013-06-23,16.9,"A",15.3,"A"
"267","USGS","05579630",2013-06-24,38.2,"A",13,"A"
"268","USGS","05579630",2013-06-25,37.6,"A",11.5,"A"
"269","USGS","05579630",2013-06-26,25.9,"A",14.2,"A"
"270","USGS","05579630",2013-06-27,20.2,"A",14.1,"A"
"271","USGS","05579630",2013-06-28,17,"A",13.7,"A"
"272","USGS","05579630",2013-06-29,15.8,"A",12.8,"A"
"273","USGS","05579630",2013-06-30,14.1,"A",12.4,"A"
"274","USGS","05579630",2013-07-01,12.1,"A",13,"A"
"275","USGS","05579630",2013-07-02,11.4,"A",14.2,"A"
"276","USGS","05579630",2013-07-03,10.9,"A",13.9,"A"
"277","USGS","05579630",2013-07-04,9.95,"A",13.7,"A"
"278","USGS","05579630",2013-07-05,9.39,"A",13.2,"A"
"279","USGS","05579630",2013-07-06,8.76,"A",12.8,"A"
"280","USGS","05579630",2013-07-07,8.13,"A",12.5,"A"
"281","USGS","05579630",2013-07-08,7.59,"A",12.1,"A"
"282","USGS","05579630",2013-07-09,6.97,"A",11.8,"A"
"283","USGS","05579630",2013-07-10,10.3,"A",10.8,"A"
"284","USGS","05579630",2013-07-11,10.7,"A",11.8,"A"
"285","USGS","05579630",2013-07-12,7.15,"A",12.7,"A"
"286","USGS","05579630",2013-07-13,6.08,"A",11.5,"A"
"287","USGS","05579630",2013-07-14,5.36,"A",10.9,"A"
"288","USGS","05579630",2013-07-15,5.08,"A",10.3,"A"
"289","USGS","05579630",2013-07-16,4.53,"A",9.58,"A"
"290","USGS","05579630",2013-07-17,22.8,"A",6.88,"A"
"291","USGS","05579630",2013-07-18,10.6,"A",4.6,"A"
"292","USGS","05579630",2013-07-19,5.57,"A",5.93,"A"
"293","USGS","05579630",2013-07-20,4.31,"A",8.06,"A"
"294","USGS","05579630",2013-07-21,3.73,"A",7.49,"A"
"295","USGS","05579630",2013-07-22,3.43,"A",7.41,"A"
"296","USGS","05579630",2013-07-23,3.1,"A",6.93,"A"
"297","USGS","05579630",2013-07-24,2.67,"A",6.35,"A"
"298","USGS","05579630",2013-07-25,2.37,"A",5.45,"A"
"299","USGS","05579630",2013-07-26,2.28,"A",4.72,"A"
"300","USGS","05579630",2013-07-27,2.27,"A",4.78,"A"
"301","USGS","05579630",2013-07-28,2.19,"A",4.59,"A"
"302","USGS","05579630",2013-07-29,2.04,"A",4.22,"A"
"303","USGS","05579630",2013-07-30,2.07,"A",3.77,"A"
"304","USGS","05579630",2013-07-31,2.07,"A",3.6,"A"
"305","USGS","05579630",2013-08-01,1.81,"A",3.32,"A"
"306","USGS","05579630",2013-08-02,1.68,"A",2.78,"A"
"307","USGS","05579630",2013-08-03,2.02,"A",2.58,"A"
"308","USGS","05579630",2013-08-04,1.5,"A",2.02,"A"
"309","USGS","05579630",2013-08-05,1.41,"A",1.45,"A"
"310","USGS","05579630",2013-08-06,1.38,"A",1.36,"A"
"311","USGS","05579630",2013-08-07,1.46,"A",1.34,"A"
"312","USGS","05579630",2013-08-08,1.72,"A",1.22,"A"
"313","USGS","05579630",2013-08-09,1.1,"A",0.97,"A"
"314","USGS","05579630",2013-08-10,0.99,"A",0.69,"A"
"315","USGS","05579630",2013-08-11,0.89,"A",0.65,"A"
"316","USGS","05579630",2013-08-12,0.84,"A",0.57,"A"
"317","USGS","05579630",2013-08-13,0.76,"A",0.53,"A"
"318","USGS","05579630",2013-08-14,0.69,"A",0.49,"A"
"319","USGS","05579630",2013-08-15,0.62,"A",0.47,"A"
"320","USGS","05579630",2013-08-16,0.57,"A",0.45,"A"
"321","USGS","05579630",2013-08-17,0.6,"A",0.4,"A"
"322","USGS","05579630",2013-08-18,0.55,"A",0.37,"A"
"323","USGS","05579630",2013-08-19,0.47,"A",0.34,"A"
"324","USGS","05579630",2013-08-20,0.45,"A",0.35,"A"
"325","USGS","05579630",2013-08-21,0.45,"A",0.37,"A"
"326","USGS","05579630",2013-08-22,0.45,"A",0.26,"A"
"327","USGS","05579630",2013-08-23,0.43,"A",0.23,"A"
"328","USGS","05579630",2013-08-24,0.39,"A",0.22,"A"
"329","USGS","05579630",2013-08-25,0.38,"A",0.26,"A"
"330","USGS","05579630",2013-08-26,0.41,"A",0.29,"A"
"331","USGS","05579630",2013-08-27,0.38,"A",0.42,"A"
"332","USGS","05579630",2013-08-28,0.37,"A",0.25,"A"
"333","USGS","05579630",2013-08-29,0.32,"A",NA,NA
"334","USGS","05579630",2013-08-30,0.27,"A",NA,NA
"335","USGS","05579630",2013-08-31,0.26,"A",0.13,"A"
"336","USGS","05579630",2013-09-01,0.28,"A",0.15,"A"
"337","USGS","05579630",2013-09-02,0.26,"A",NA,NA
"338","USGS","05579630",2013-09-03,0.24,"A",NA,NA
"339","USGS","05579630",2013-09-04,0.22,"A",NA,NA
"340","USGS","05579630",2013-09-05,0.23,"A",NA,NA
"341","USGS","05579630",2013-09-06,0.23,"A",NA,NA
"342","USGS","05579630",2013-09-07,0.22,"A",NA,NA
"343","USGS","05579630",2013-09-08,0.53,"A",1.11,"A"
"344","USGS","05579630",2013-09-09,0.27,"A",NA,NA
"345","USGS","05579630",2013-09-10,0.2,"A",NA,NA
"346","USGS","05579630",2013-09-11,0.17,"A",NA,NA
"347","USGS","05579630",2013-09-12,0.27,"A",NA,NA
"348","USGS","05579630",2013-09-13,0.19,"A",NA,NA
"349","USGS","05579630",2013-09-14,0.19,"A",NA,NA
"350","USGS","05579630",2013-09-15,0.19,"A",NA,NA
"351","USGS","05579630",2013-09-16,0.22,"A",NA,NA
"352","USGS","05579630",2013-09-17,0.2,"A",0.07,"A"
"353","USGS","05579630",2013-09-18,0.23,"A",0.08,"A"
"354","USGS","05579630",2013-09-19,0.24,"A",0.11,"A"
"355","USGS","05579630",2013-09-20,0.41,"A",0.19,"A"
"356","USGS","05579630",2013-09-21,0.27,"A",0.12,"A"
"357","USGS","05579630",2013-09-22,0.23,"A",0.08,"A"
"358","USGS","05579630",2013-09-23,0.26,"A",0.06,"A"
"359","USGS","05579630",2013-09-24,0.23,"A",0.05,"A"
"360","USGS","05579630",2013-09-25,0.23,"A",0.08,"A"
"361","USGS","05579630",2013-09-26,0.23,"A",0.07,"A"
"362","USGS","05579630",2013-09-27,0.2,"A",0.07,"A"
"363","USGS","05579630",2013-09-28,0.21,"A",0.07,"A"
"364","USGS","05579630",2013-09-29,0.26,"A",0.13,"A"
"365","USGS","05579630",2013-09-30,0.23,"A",0.07,"A"
"366","USGS","05579630",2013-10-01,0.22,"A",0.07,"A"
"367","USGS","05579630",2013-10-02,0.2,"A",0.08,"A"
"368","USGS","05579630",2013-10-03,0.66,"A",0.18,"A"
"369","USGS","05579630",2013-10-04,1.61,"A",0.54,"A"
"370","USGS","05579630",2013-10-05,0.49,"A",0.27,"A"
"371","USGS","05579630",2013-10-06,0.37,"A",0.13,"A"
"372","USGS","05579630",2013-10-07,0.31,"A",0.07,"A"
"373","USGS","05579630",2013-10-08,0.26,"A",0.06,"A"
"374","USGS","05579630",2013-10-09,0.62,"A",0.06,"A"
"375","USGS","05579630",2013-10-10,0.72,"A",0.05,"A"
"376","USGS","05579630",2013-10-11,0.44,"A",0.07,"A"
"377","USGS","05579630",2013-10-12,0.39,"A",0.08,"A"
"378","USGS","05579630",2013-10-13,0.32,"A",0.06,"A"
"379","USGS","05579630",2013-10-14,0.29,"A",0.02,"A"
"380","USGS","05579630",2013-10-15,0.35,"A",0.02,"A"
"381","USGS","05579630",2013-10-16,0.38,"A",0.02,"A"
"382","USGS","05579630",2013-10-17,0.35,"A",NA,NA
"383","USGS","05579630",2013-10-18,0.33,"A",NA,NA
"384","USGS","05579630",2013-10-19,0.36,"A",0.03,"A"
"385","USGS","05579630",2013-10-20,0.32,"A",NA,NA
"386","USGS","05579630",2013-10-21,0.28,"A",NA,NA
"387","USGS","05579630",2013-10-22,0.38,"A",NA,NA
"388","USGS","05579630",2013-10-23,0.53,"A",0.54,"A"
"389","USGS","05579630",2013-10-24,0.36,"A",0.11,"A"
"390","USGS","05579630",2013-10-25,0.26,"A",0.1,"A"
"391","USGS","05579630",2013-10-26,0.25,"A",0.05,"A"
"392","USGS","05579630",2013-10-27,0.24,"A",NA,NA
"393","USGS","05579630",2013-10-28,0.24,"A",NA,NA
"394","USGS","05579630",2013-10-29,0.23,"A",NA,NA
"395","USGS","05579630",2013-10-30,1.67,"A",NA,NA
"396","USGS","05579630",2013-10-31,5.34,"A",0.84,"A"
"397","USGS","05579630",2013-11-01,1.77,"A",0.78,"A"
"398","USGS","05579630",2013-11-02,0.59,"A",0.65,"A"
"399","USGS","05579630",2013-11-03,0.42,"A",0.56,"A"
"400","USGS","05579630",2013-11-04,0.32,"A",0.5,"A"
"401","USGS","05579630",2013-11-05,0.4,"A",0.38,"A"
"402","USGS","05579630",2013-11-06,2,"A",0.52,"A"
"403","USGS","05579630",2013-11-07,0.96,"A",0.72,"A"
"404","USGS","05579630",2013-11-08,0.61,"A",0.66,"A"
"405","USGS","05579630",2013-11-09,0.54,"A",0.65,"A"
"406","USGS","05579630",2013-11-10,0.52,"A",0.52,"A"
"407","USGS","05579630",2013-11-11,0.49,"A",0.45,"A"
"408","USGS","05579630",2013-11-12,0.44,"A",0.42,"A"
"409","USGS","05579630",2013-11-13,0.45,"A",0.46,"A"
"410","USGS","05579630",2013-11-14,0.49,"A",0.47,"A"
"411","USGS","05579630",2013-11-15,0.39,"A",0.48,"A"
"412","USGS","05579630",2013-11-16,0.33,"A",0.39,"A"
"413","USGS","05579630",2013-11-17,0.62,"A",0.34,"A"
"414","USGS","05579630",2013-11-18,0.69,"A",0.43,"A"
"415","USGS","05579630",2013-11-19,0.46,"A",0.24,"A"
"416","USGS","05579630",2013-11-20,0.49,"A",0.19,"A"
"417","USGS","05579630",2013-11-21,0.76,"A",0.26,"A"
"418","USGS","05579630",2013-11-22,1.02,"A",0.37,"A"
"419","USGS","05579630",2013-11-23,0.34,"A",0.28,"A"
"420","USGS","05579630",2013-11-24,0.29,"A",0.16,"A"
"421","USGS","05579630",2013-11-25,0.35,"A",0.12,"A"
"422","USGS","05579630",2013-11-26,0.37,"A",0.1,"A"
"423","USGS","05579630",2013-11-27,0.35,"A",0.22,"A"
"424","USGS","05579630",2013-11-28,0.25,"A",0.09,"A"
"425","USGS","05579630",2013-11-29,0.24,"A",0.09,"A"
"426","USGS","05579630",2013-11-30,0.26,"A",0.04,"A"
"427","USGS","05579630",2013-12-01,0.26,"A",0.04,"A"
"428","USGS","05579630",2013-12-02,0.34,"A",0.09,"A"
"429","USGS","05579630",2013-12-03,0.5,"A",0.7,"A"
