"","agency_cd","site_no","Date","X_99133_00003","X_99133_00003_cd"
"1","USGS","03275500",2017-11-15,2.3,"A"
"2","USGS","03275500",2017-11-16,2.37,"A [4]"
"3","USGS","03275500",2017-11-17,2.49,"A"
"4","USGS","03275500",2017-11-18,2.34,"A"
"5","USGS","03275500",2017-11-19,2.4,"A [4]"
"6","USGS","03275500",2017-11-20,2.87,"A"
"7","USGS","03275500",2017-11-21,2.85,"A"
"8","USGS","03275500",2017-11-22,2.78,"A"
"9","USGS","03275500",2017-11-23,2.73,"A"
"10","USGS","03275500",2017-11-24,2.73,"A"
"11","USGS","03275500",2017-11-25,2.7,"A"
"12","USGS","03275500",2017-11-26,2.66,"A"
"13","USGS","03275500",2017-11-27,2.62,"A"
"14","USGS","03275500",2017-11-28,2.59,"A"
"15","USGS","03275500",2017-11-29,2.57,"A"
"16","USGS","03275500",2017-11-30,2.53,"A"
"17","USGS","03275500",2017-12-01,2.52,"A"
"18","USGS","03275500",2017-12-02,2.47,"A"
"19","USGS","03275500",2017-12-03,2.43,"A"
"20","USGS","03275500",2017-12-04,2.38,"A"
"21","USGS","03275500",2017-12-05,2.23,"A"
"22","USGS","03275500",2017-12-06,2.28,"A"
"23","USGS","03275500",2017-12-07,2.28,"A"
"24","USGS","03275500",2017-12-08,2.3,"A"
"25","USGS","03275500",2017-12-09,2.33,"A"
"26","USGS","03275500",2017-12-10,2.32,"A"
"27","USGS","03275500",2017-12-11,2.29,"A"
"28","USGS","03275500",2017-12-12,2.23,"A"
"29","USGS","03275500",2017-12-13,2.22,"A"
"30","USGS","03275500",2017-12-14,2.21,"A"
"31","USGS","03275500",2017-12-15,2.22,"A"
"32","USGS","03275500",2017-12-16,2.19,"A"
"33","USGS","03275500",2017-12-17,2.13,"A"
"34","USGS","03275500",2017-12-18,2.1,"A"
"35","USGS","03275500",2017-12-19,2.08,"A"
"36","USGS","03275500",2017-12-20,2.08,"A"
"37","USGS","03275500",2017-12-21,2.04,"A [4]"
"38","USGS","03275500",2017-12-22,2.04,"A"
"39","USGS","03275500",2017-12-23,1.97,"A"
"40","USGS","03275500",2017-12-24,2.22,"A"
"41","USGS","03275500",2017-12-25,2.45,"A"
"42","USGS","03275500",2017-12-26,2.47,"A"
"43","USGS","03275500",2017-12-27,2.49,"A"
"44","USGS","03275500",2017-12-28,2.48,"A"
"45","USGS","03275500",2017-12-29,2.42,"A"
"46","USGS","03275500",2017-12-30,2.35,"A"
"47","USGS","03275500",2017-12-31,2.37,"A"
"48","USGS","03275500",2018-01-01,1.38,"A"
"49","USGS","03275500",2018-01-02,0.43,"A"
"50","USGS","03275500",2018-01-03,0.14,"A"
"51","USGS","03275500",2018-01-04,0.14,"A"
"52","USGS","03275500",2018-01-05,0.14,"A"
"53","USGS","03275500",2018-01-08,0.21,"A"
"54","USGS","03275500",2018-01-09,0.37,"A"
"55","USGS","03275500",2018-01-10,0.36,"A"
"56","USGS","03275500",2018-01-11,0.61,"A"
"57","USGS","03275500",2018-01-12,2.62,"A"
"58","USGS","03275500",2018-01-13,3.69,"A"
"59","USGS","03275500",2018-01-14,3.61,"A"
"60","USGS","03275500",2018-01-26,3.63,"A"
"61","USGS","03275500",2018-01-27,3.36,"A"
"62","USGS","03275500",2018-01-28,3.67,"A"
"63","USGS","03275500",2018-01-29,3.76,"A"
"64","USGS","03275500",2018-01-30,3.61,"A"
"65","USGS","03275500",2018-01-31,3.44,"A"
"66","USGS","03275500",2018-02-01,3.35,"A"
"67","USGS","03275500",2018-02-02,3.28,"A"
"68","USGS","03275500",2018-02-03,3.18,"A"
"69","USGS","03275500",2018-02-04,3.11,"A"
"70","USGS","03275500",2018-02-05,3.11,"A"
"71","USGS","03275500",2018-02-06,3.04,"A"
"72","USGS","03275500",2018-02-07,2.92,"A"
"73","USGS","03275500",2018-02-08,2.85,"A"
"74","USGS","03275500",2018-02-09,2.77,"A"
"75","USGS","03275500",2018-02-10,2.72,"A"
"76","USGS","03275500",2018-02-11,2.72,"A"
"77","USGS","03275500",2018-02-12,2.75,"A"
"78","USGS","03275500",2018-02-13,2.65,"A"
"79","USGS","03275500",2018-02-14,2.56,"A"
"80","USGS","03275500",2018-02-15,2.56,"A"
"81","USGS","03275500",2018-02-16,3.08,"A"
"82","USGS","03275500",2018-02-17,3.86,"A"
"83","USGS","03275500",2018-02-18,3.65,"A"
"84","USGS","03275500",2018-02-19,3.54,"A"
"85","USGS","03275500",2018-02-20,3.62,"A"
"86","USGS","03275500",2018-02-21,3.39,"A"
"87","USGS","03275500",2018-02-22,3.19,"A"
"88","USGS","03275500",2018-02-23,3.54,"A"
"89","USGS","03275500",2018-02-24,2.94,"A"
"90","USGS","03275500",2018-02-25,2.14,"A"
"91","USGS","03275500",2018-03-01,2.46,"A"
"92","USGS","03275500",2018-03-02,2.75,"A"
"93","USGS","03275500",2018-03-03,2.94,"A"
"94","USGS","03275500",2018-03-04,2.96,"A"
"95","USGS","03275500",2018-03-05,2.92,"A"
"96","USGS","03275500",2018-03-06,2.9,"A"
"97","USGS","03275500",2018-03-07,2.9,"A"
"98","USGS","03275500",2018-03-08,2.85,"A"
"99","USGS","03275500",2018-03-09,2.82,"A"
"100","USGS","03275500",2018-03-10,2.77,"A"
"101","USGS","03275500",2018-03-11,2.72,"A"
"102","USGS","03275500",2018-03-12,2.66,"A"
"103","USGS","03275500",2018-03-13,2.65,"A"
"104","USGS","03275500",2018-03-14,2.6,"A"
"105","USGS","03275500",2018-03-15,2.55,"A"
"106","USGS","03275500",2018-03-16,2.49,"A"
"107","USGS","03275500",2018-03-17,2.35,"A"
"108","USGS","03275500",2018-03-18,2.4,"A"
"109","USGS","03275500",2018-03-19,2.33,"A"
"110","USGS","03275500",2018-03-20,2.32,"A"
"111","USGS","03275500",2018-03-21,2.34,"A"
"112","USGS","03275500",2018-03-22,2.29,"A"
"113","USGS","03275500",2018-03-23,2.21,"A"
"114","USGS","03275500",2018-03-24,2.3,"A"
"115","USGS","03275500",2018-03-25,2.43,"A"
"116","USGS","03275500",2018-03-26,2.34,"A"
"117","USGS","03275500",2018-03-27,2.27,"A"
"118","USGS","03275500",2018-03-28,2.57,"A"
"119","USGS","03275500",2018-03-29,2.66,"A"
"120","USGS","03275500",2018-03-30,2.76,"A"
