"","agency_cd","site_no","Date","X_00060_00003","X_00060_00003_cd"
"1","USGS","03321500",2013-08-10,5780,"A R"
"2","USGS","03321500",2013-08-11,8980,"A"
"3","USGS","03321500",2013-08-12,9530,"A"
"4","USGS","03321500",2013-08-13,10100,"A"
"5","USGS","03321500",2013-08-14,10400,"A"
"6","USGS","03321500",2013-08-15,10600,"A"
"7","USGS","03321500",2013-08-16,10300,"A"
"8","USGS","03321500",2013-08-17,9060,"A"
"9","USGS","03321500",2013-08-18,11000,"A"
"10","USGS","03321500",2013-08-19,13600,"A"
"11","USGS","03321500",2013-08-20,11500,"A"
"12","USGS","03321500",2013-08-21,8360,"A"
"13","USGS","03321500",2013-08-22,6190,"A"
"14","USGS","03321500",2013-08-23,4650,"A R"
"15","USGS","03321500",2013-08-24,4150,"A R"
"16","USGS","03321500",2013-08-25,4170,"A R"
"17","USGS","03321500",2013-08-26,4110,"A R"
"18","USGS","03321500",2013-08-27,3650,"A R"
"19","USGS","03321500",2013-08-28,2990,"A R"
"20","USGS","03321500",2013-08-29,2420,"A R"
"21","USGS","03321500",2013-08-30,2050,"A R"
"22","USGS","03321500",2013-08-31,1780,"A R"
"23","USGS","03321500",2013-09-01,5910,"A R"
"24","USGS","03321500",2013-09-02,3980,"A R"
"25","USGS","03321500",2013-09-03,3860,"A R"
"26","USGS","03321500",2013-09-04,6300,"A"
"27","USGS","03321500",2013-09-05,6010,"A"
"28","USGS","03321500",2013-09-06,4230,"A R"
"29","USGS","03321500",2013-09-07,3050,"A R"
"30","USGS","03321500",2013-09-08,2390,"A R"
"31","USGS","03321500",2013-09-09,2080,"A R"
"32","USGS","03321500",2013-09-10,1790,"A R"
"33","USGS","03321500",2013-09-11,1530,"A R"
"34","USGS","03321500",2013-09-12,1360,"A R"
"35","USGS","03321500",2013-09-13,1350,"A R"
"36","USGS","03321500",2013-09-14,1600,"A R"
"37","USGS","03321500",2013-09-15,1850,"A R"
"38","USGS","03321500",2013-09-16,1770,"A R"
"39","USGS","03321500",2013-09-17,1640,"A R"
"40","USGS","03321500",2013-09-18,1490,"A R"
"41","USGS","03321500",2013-09-19,1330,"A R"
"42","USGS","03321500",2013-09-20,1430,"A R"
"43","USGS","03321500",2013-09-21,3990,"A R"
"44","USGS","03321500",2013-09-22,5310,"A R"
"45","USGS","03321500",2013-09-23,6010,"A"
"46","USGS","03321500",2013-09-24,6300,"A"
"47","USGS","03321500",2013-09-25,6220,"A"
"48","USGS","03321500",2013-09-26,5160,"A R"
"49","USGS","03321500",2013-09-27,3790,"A R"
"50","USGS","03321500",2013-09-28,2640,"A R"
"51","USGS","03321500",2013-09-29,2060,"A R"
"52","USGS","03321500",2013-09-30,1910,"A R"
"53","USGS","03321500",2013-10-01,1630,"A R"
"54","USGS","03321500",2013-10-02,1450,"A R"
"55","USGS","03321500",2013-10-03,1410,"A R"
"56","USGS","03321500",2013-10-04,1470,"A R"
"57","USGS","03321500",2013-10-05,2040,"A R"
"58","USGS","03321500",2013-10-06,21600,"A"
"59","USGS","03321500",2013-10-07,19900,"A"
"60","USGS","03321500",2013-10-08,15500,"A"
"61","USGS","03321500",2013-10-09,11000,"A"
"62","USGS","03321500",2013-10-10,9500,"A"
"63","USGS","03321500",2013-10-11,8790,"A"
"64","USGS","03321500",2013-10-12,7570,"A"
"65","USGS","03321500",2013-10-13,6820,"A"
"66","USGS","03321500",2013-10-14,5290,"A R"
"67","USGS","03321500",2013-10-15,3690,"A R"
"68","USGS","03321500",2013-10-16,2580,"A R"
"69","USGS","03321500",2013-10-17,1980,"A R"
"70","USGS","03321500",2013-10-18,1750,"A R"
"71","USGS","03321500",2013-10-19,1590,"A R"
"72","USGS","03321500",2013-10-20,1630,"A R"
"73","USGS","03321500",2013-10-21,1670,"A R"
"74","USGS","03321500",2013-10-22,1790,"A R"
"75","USGS","03321500",2013-10-23,2500,"A R"
"76","USGS","03321500",2013-10-24,4530,"A e"
"77","USGS","03321500",2013-10-25,5960,"A e"
"78","USGS","03321500",2013-10-26,6080,"A"
"79","USGS","03321500",2013-10-27,6080,"A"
"80","USGS","03321500",2013-10-28,6040,"A"
"81","USGS","03321500",2013-10-29,5940,"A"
"82","USGS","03321500",2013-10-30,6150,"A"
"83","USGS","03321500",2013-10-31,6190,"A"
"84","USGS","03321500",2013-11-01,6680,"A"
"85","USGS","03321500",2013-11-02,8290,"A"
"86","USGS","03321500",2013-11-03,8830,"A"
"87","USGS","03321500",2013-11-04,8850,"A"
"88","USGS","03321500",2013-11-05,8820,"A"
"89","USGS","03321500",2013-11-06,8620,"A"
"90","USGS","03321500",2013-11-07,9310,"A"
"91","USGS","03321500",2013-11-08,11600,"A"
"92","USGS","03321500",2013-11-09,12400,"A"
"93","USGS","03321500",2013-11-10,12600,"A"
"94","USGS","03321500",2013-11-11,13700,"A"
"95","USGS","03321500",2013-11-12,13800,"A"
"96","USGS","03321500",2013-11-13,12500,"A"
"97","USGS","03321500",2013-11-14,10100,"A"
"98","USGS","03321500",2013-11-15,8290,"A"
"99","USGS","03321500",2013-11-16,7660,"A"
"100","USGS","03321500",2013-11-17,13300,"A"
"101","USGS","03321500",2013-11-18,17900,"A"
"102","USGS","03321500",2013-11-19,22300,"A"
"103","USGS","03321500",2013-11-20,22000,"A"
"104","USGS","03321500",2013-11-21,19400,"A"
"105","USGS","03321500",2013-11-22,17600,"A"
"106","USGS","03321500",2013-11-23,15000,"A"
"107","USGS","03321500",2013-11-24,13200,"A"
"108","USGS","03321500",2013-11-25,12200,"A"
"109","USGS","03321500",2013-11-26,11500,"A"
"110","USGS","03321500",2013-11-27,10700,"A"
"111","USGS","03321500",2013-11-28,10400,"A"
"112","USGS","03321500",2013-11-29,9730,"A"
"113","USGS","03321500",2013-11-30,8940,"A"
"114","USGS","03321500",2013-12-01,7770,"A"
"115","USGS","03321500",2013-12-02,6970,"A"
"116","USGS","03321500",2013-12-03,6170,"A"
"117","USGS","03321500",2013-12-04,5470,"A"
"118","USGS","03321500",2013-12-05,4970,"A R"
"119","USGS","03321500",2013-12-06,5280,"A R"
"120","USGS","03321500",2013-12-07,9340,"A"
"121","USGS","03321500",2013-12-08,17800,"A"
"122","USGS","03321500",2013-12-09,23100,"A"
"123","USGS","03321500",2013-12-10,23700,"A"
"124","USGS","03321500",2013-12-11,25100,"A"
"125","USGS","03321500",2013-12-12,27600,"A"
"126","USGS","03321500",2013-12-13,30000,"A"
"127","USGS","03321500",2013-12-14,32100,"A"
"128","USGS","03321500",2013-12-15,32600,"A"
"129","USGS","03321500",2013-12-16,29700,"A"
"130","USGS","03321500",2013-12-17,26400,"A"
"131","USGS","03321500",2013-12-18,21800,"A"
"132","USGS","03321500",2013-12-19,18800,"A"
"133","USGS","03321500",2013-12-20,17700,"A"
"134","USGS","03321500",2013-12-21,23600,"A e"
"135","USGS","03321500",2013-12-22,38900,"A e"
"136","USGS","03321500",2013-12-23,39100,"A e"
"137","USGS","03321500",2013-12-24,37300,"A e"
"138","USGS","03321500",2013-12-25,36100,"A"
"139","USGS","03321500",2013-12-26,34600,"A"
"140","USGS","03321500",2013-12-27,30800,"A"
"141","USGS","03321500",2013-12-28,30300,"A"
"142","USGS","03321500",2013-12-29,28900,"A"
"143","USGS","03321500",2013-12-30,33100,"A"
"144","USGS","03321500",2013-12-31,33200,"A"
"145","USGS","03321500",2014-01-01,30700,"A"
"146","USGS","03321500",2014-01-02,24300,"A"
"147","USGS","03321500",2014-01-03,22000,"A"
"148","USGS","03321500",2014-01-04,20500,"A"
"149","USGS","03321500",2014-01-05,21700,"A"
"150","USGS","03321500",2014-01-06,21000,"A"
"151","USGS","03321500",2014-01-07,18700,"A"
"152","USGS","03321500",2014-01-08,16300,"A"
"153","USGS","03321500",2014-01-09,14800,"A"
"154","USGS","03321500",2014-01-10,13400,"A"
"155","USGS","03321500",2014-01-11,19100,"A"
"156","USGS","03321500",2014-01-12,22300,"A"
"157","USGS","03321500",2014-01-13,22000,"A"
"158","USGS","03321500",2014-01-14,25300,"A"
"159","USGS","03321500",2014-01-15,28100,"A"
"160","USGS","03321500",2014-01-16,28300,"A"
"161","USGS","03321500",2014-01-17,29800,"A"
"162","USGS","03321500",2014-01-18,29300,"A"
"163","USGS","03321500",2014-01-19,28000,"A"
"164","USGS","03321500",2014-01-20,27500,"A"
"165","USGS","03321500",2014-01-21,23700,"A"
"166","USGS","03321500",2014-01-22,20400,"A"
"167","USGS","03321500",2014-01-23,14700,"A"
"168","USGS","03321500",2014-01-24,11100,"A"
"169","USGS","03321500",2014-01-25,9120,"A"
"170","USGS","03321500",2014-01-26,7820,"A"
"171","USGS","03321500",2014-01-27,6950,"A"
"172","USGS","03321500",2014-01-28,6390,"A"
"173","USGS","03321500",2014-01-29,5920,"A"
"174","USGS","03321500",2014-01-30,5400,"A"
"175","USGS","03321500",2014-01-31,4940,"A"
"176","USGS","03321500",2014-02-01,4780,"A R"
"177","USGS","03321500",2014-02-02,5140,"A R"
"178","USGS","03321500",2014-02-03,7180,"A"
"179","USGS","03321500",2014-02-04,13200,"A"
"180","USGS","03321500",2014-02-05,26900,"A"
"181","USGS","03321500",2014-02-06,38200,"A"
"182","USGS","03321500",2014-02-07,40400,"A"
"183","USGS","03321500",2014-02-08,41100,"A"
"184","USGS","03321500",2014-02-09,43700,"A e"
"185","USGS","03321500",2014-02-10,48100,"A e"
"186","USGS","03321500",2014-02-11,53600,"A e"
"187","USGS","03321500",2014-02-12,51900,"A"
"188","USGS","03321500",2014-02-13,42500,"A"
"189","USGS","03321500",2014-02-14,32700,"A"
"190","USGS","03321500",2014-02-15,28700,"A"
"191","USGS","03321500",2014-02-16,28300,"A"
"192","USGS","03321500",2014-02-17,28600,"A"
"193","USGS","03321500",2014-02-18,32600,"A"
"194","USGS","03321500",2014-02-19,34000,"A"
"195","USGS","03321500",2014-02-20,31300,"A"
"196","USGS","03321500",2014-02-21,31700,"A"
"197","USGS","03321500",2014-02-22,28600,"A"
"198","USGS","03321500",2014-02-23,26900,"A"
"199","USGS","03321500",2014-02-24,26800,"A"
"200","USGS","03321500",2014-02-25,24400,"A"
"201","USGS","03321500",2014-02-26,21000,"A"
"202","USGS","03321500",2014-02-27,22100,"A"
"203","USGS","03321500",2014-02-28,27000,"A"
"204","USGS","03321500",2014-03-01,30300,"A"
"205","USGS","03321500",2014-03-02,29800,"A"
"206","USGS","03321500",2014-03-03,31500,"A"
"207","USGS","03321500",2014-03-04,33600,"A"
"208","USGS","03321500",2014-03-05,34500,"A"
"209","USGS","03321500",2014-03-06,35400,"A"
"210","USGS","03321500",2014-03-07,35100,"A"
"211","USGS","03321500",2014-03-08,36200,"A"
"212","USGS","03321500",2014-03-09,37000,"A"
"213","USGS","03321500",2014-03-10,36900,"A"
"214","USGS","03321500",2014-03-11,37200,"A"
"215","USGS","03321500",2014-03-12,36900,"A"
"216","USGS","03321500",2014-03-13,34000,"A"
"217","USGS","03321500",2014-03-14,27500,"A"
"218","USGS","03321500",2014-03-15,21400,"A"
"219","USGS","03321500",2014-03-16,16400,"A"
"220","USGS","03321500",2014-03-17,15500,"A"
"221","USGS","03321500",2014-03-18,15500,"A"
"222","USGS","03321500",2014-03-19,15100,"A"
"223","USGS","03321500",2014-03-20,12800,"A"
"224","USGS","03321500",2014-03-21,10200,"A"
"225","USGS","03321500",2014-03-22,8940,"A"
"226","USGS","03321500",2014-03-23,8110,"A"
"227","USGS","03321500",2014-03-24,7430,"A"
"228","USGS","03321500",2014-03-25,6640,"A"
"229","USGS","03321500",2014-03-26,5830,"A"
"230","USGS","03321500",2014-03-27,5050,"A"
"231","USGS","03321500",2014-03-28,5120,"A R"
"232","USGS","03321500",2014-03-29,9040,"A"
"233","USGS","03321500",2014-03-30,15100,"A"
"234","USGS","03321500",2014-03-31,14200,"A"
"235","USGS","03321500",2014-04-01,12300,"A"
"236","USGS","03321500",2014-04-02,8920,"A"
"237","USGS","03321500",2014-04-03,20000,"A"
"238","USGS","03321500",2014-04-04,39800,"A"
"239","USGS","03321500",2014-04-05,40000,"A"
"240","USGS","03321500",2014-04-06,42800,"A"
"241","USGS","03321500",2014-04-07,45500,"A"
"242","USGS","03321500",2014-04-08,48500,"A"
"243","USGS","03321500",2014-04-09,47800,"A"
"244","USGS","03321500",2014-04-10,40900,"A"
"245","USGS","03321500",2014-04-11,43700,"A"
"246","USGS","03321500",2014-04-12,38200,"A"
"247","USGS","03321500",2014-04-13,32800,"A"
"248","USGS","03321500",2014-04-14,29900,"A"
"249","USGS","03321500",2014-04-15,28200,"A"
"250","USGS","03321500",2014-04-16,26000,"A"
