"","agency_cd","site_no","Date","X_99133_00003","X_99133_00003_cd"
"81","USGS","03381495",2016-01-24,1.87,"A"
"82","USGS","03381495",2016-01-25,1.87,"A"
"83","USGS","03381495",2016-01-26,1.82,"A"
"84","USGS","03381495",2016-01-27,1.8,"A"
"85","USGS","03381495",2016-01-28,1.78,"A"
"86","USGS","03381495",2016-01-29,1.73,"A"
"87","USGS","03381495",2016-01-30,1.65,"A"
"88","USGS","03381495",2016-01-31,1.65,"A"
"89","USGS","03381495",2016-02-01,1.65,"A"
"90","USGS","03381495",2016-02-02,1.65,"A"
"91","USGS","03381495",2016-02-03,1.65,"A"
"92","USGS","03381495",2016-02-04,1.65,"A"
"93","USGS","03381495",2016-02-05,1.62,"A"
"94","USGS","03381495",2016-02-06,1.53,"A"
"95","USGS","03381495",2016-02-07,1.44,"A"
"96","USGS","03381495",2016-02-08,1.44,"A"
"97","USGS","03381495",2016-02-09,1.44,"A"
"98","USGS","03381495",2016-02-10,1.44,"A"
"99","USGS","03381495",2016-02-11,1.47,"A"
"100","USGS","03381495",2016-02-12,1.54,"A"
"101","USGS","03381495",2016-02-13,1.47,"A"
"102","USGS","03381495",2016-02-14,1.43,"A"
"103","USGS","03381495",2016-02-15,1.51,"A"
"104","USGS","03381495",2016-02-16,1.51,"A"
"105","USGS","03381495",2016-02-17,1.53,"A"
"106","USGS","03381495",2016-02-18,1.53,"A"
"107","USGS","03381495",2016-02-19,1.52,"A"
"108","USGS","03381495",2016-02-20,1.49,"A"
"109","USGS","03381495",2016-02-21,1.49,"A"
"110","USGS","03381495",2016-02-22,1.53,"A"
"111","USGS","03381495",2016-02-23,1.68,"A"
"112","USGS","03381495",2016-02-24,2.37,"A"
"113","USGS","03381495",2016-02-25,2.62,"A"
"114","USGS","03381495",2016-02-26,2.19,"A"
"115","USGS","03381495",2016-02-27,2.02,"A"
"116","USGS","03381495",2016-02-28,1.99,"A"
"117","USGS","03381495",2016-02-29,1.95,"A"
"118","USGS","03381495",2016-03-01,1.92,"A"
"119","USGS","03381495",2016-03-02,1.84,"A"
"120","USGS","03381495",2016-03-03,1.84,"A"
"121","USGS","03381495",2016-03-04,1.78,"A"
"122","USGS","03381495",2016-03-05,1.83,"A"
"123","USGS","03381495",2016-03-06,1.83,"A"
"124","USGS","03381495",2016-03-07,1.83,"A"
"125","USGS","03381495",2016-03-08,1.83,"A"
"126","USGS","03381495",2016-03-09,1.83,"A"
"127","USGS","03381495",2016-03-10,1.73,"A"
"128","USGS","03381495",2016-03-11,1.75,"A"
"129","USGS","03381495",2016-03-12,1.74,"A"
"130","USGS","03381495",2016-03-13,1.77,"A"
"131","USGS","03381495",2016-03-14,1.64,"A"
"132","USGS","03381495",2016-03-15,1.59,"A"
"133","USGS","03381495",2016-03-16,1.49,"A"
"134","USGS","03381495",2016-03-17,1.41,"A"
"135","USGS","03381495",2016-03-18,1.39,"A"
"136","USGS","03381495",2016-03-19,1.48,"A"
"137","USGS","03381495",2016-03-20,1.88,"A"
"138","USGS","03381495",2016-03-21,1.82,"A"
"139","USGS","03381495",2016-03-22,1.6,"A"
"140","USGS","03381495",2016-03-23,1.6,"A"
"141","USGS","03381495",2016-03-24,1.61,"A"
"142","USGS","03381495",2016-03-25,1.67,"A"
"143","USGS","03381495",2016-03-26,1.45,"A"
"144","USGS","03381495",2016-03-27,1.41,"A"
"145","USGS","03381495",2016-03-28,1.27,"A"
"146","USGS","03381495",2016-03-29,1.36,"A"
"147","USGS","03381495",2016-03-30,1.35,"A"
"148","USGS","03381495",2016-03-31,1.35,"A"
"149","USGS","03381495",2016-04-01,1.42,"A"
"150","USGS","03381495",2016-04-02,1.28,"A"
"151","USGS","03381495",2016-04-03,1.14,"A"
"152","USGS","03381495",2016-04-04,1.28,"A"
"153","USGS","03381495",2016-04-05,1.18,"A"
"154","USGS","03381495",2016-04-06,1.11,"A"
"155","USGS","03381495",2016-04-07,1.07,"A"
"156","USGS","03381495",2016-04-08,1.09,"A"
"157","USGS","03381495",2016-04-09,1.19,"A"
"158","USGS","03381495",2016-04-10,1.2,"A"
"159","USGS","03381495",2016-04-11,1.23,"A"
"160","USGS","03381495",2016-04-12,1.4,"A"
"161","USGS","03381495",2016-04-13,1.61,"A"
"162","USGS","03381495",2016-04-14,1.19,"A"
"163","USGS","03381495",2016-04-15,1.11,"A"
"164","USGS","03381495",2016-04-16,1.09,"A"
"165","USGS","03381495",2016-04-17,1.07,"A"
"166","USGS","03381495",2016-04-18,1.08,"A"
"167","USGS","03381495",2016-04-19,1.05,"A"
"168","USGS","03381495",2016-04-20,1.07,"A"
"169","USGS","03381495",2016-04-21,1.06,"A"
"170","USGS","03381495",2016-04-22,1.17,"A"
"171","USGS","03381495",2016-04-23,1.13,"A"
"172","USGS","03381495",2016-04-24,1.16,"A"
"173","USGS","03381495",2016-04-25,1.16,"A"
"174","USGS","03381495",2016-04-26,1.16,"A"
"175","USGS","03381495",2016-04-27,1.18,"A"
"176","USGS","03381495",2016-04-28,1.51,"A"
"177","USGS","03381495",2016-04-29,1.4,"A"
"178","USGS","03381495",2016-04-30,1.41,"A"
"179","USGS","03381495",2016-05-01,1.72,"A"
"180","USGS","03381495",2016-05-02,1.71,"A"
"181","USGS","03381495",2016-05-03,1.51,"A"
"182","USGS","03381495",2016-05-04,1.46,"A"
"183","USGS","03381495",2016-05-05,1.44,"A"
"184","USGS","03381495",2016-05-06,1.44,"A"
"185","USGS","03381495",2016-05-07,1.45,"A"
"186","USGS","03381495",2016-05-08,1.46,"A"
"187","USGS","03381495",2016-05-09,1.44,"A"
"188","USGS","03381495",2016-05-10,1.41,"A"
"189","USGS","03381495",2016-05-11,1.82,"A"
"190","USGS","03381495",2016-05-12,1.84,"A"
"191","USGS","03381495",2016-05-13,1.83,"A"
"192","USGS","03381495",2016-05-14,1.77,"A"
"193","USGS","03381495",2016-05-15,1.75,"A"
"194","USGS","03381495",2016-05-16,1.67,"A"
"195","USGS","03381495",2016-05-17,1.69,"A"
"196","USGS","03381495",2016-05-18,1.81,"A"
"197","USGS","03381495",2016-05-19,1.8,"A"
"198","USGS","03381495",2016-05-20,1.78,"A"
"199","USGS","03381495",2016-05-21,1.75,"A"
"200","USGS","03381495",2016-05-22,1.83,"A"
"201","USGS","03381495",2016-05-23,1.9,"A"
"202","USGS","03381495",2016-05-24,1.83,"A"
"203","USGS","03381495",2016-05-25,1.76,"A"
"204","USGS","03381495",2016-05-26,1.65,"A"
"205","USGS","03381495",2016-05-27,1.61,"A"
"206","USGS","03381495",2016-05-28,2.21,"A"
"207","USGS","03381495",2016-05-29,1.86,"A"
"208","USGS","03381495",2016-05-30,1.53,"A"
"209","USGS","03381495",2016-05-31,1.59,"A"
"210","USGS","03381495",2016-06-01,1.51,"A"
"211","USGS","03381495",2016-06-02,1.41,"A"
"212","USGS","03381495",2016-06-03,1.5,"A"
"213","USGS","03381495",2016-06-04,1.72,"A"
"214","USGS","03381495",2016-06-05,1.55,"A"
"215","USGS","03381495",2016-06-06,1.68,"A"
"216","USGS","03381495",2016-06-07,1.93,"A"
"217","USGS","03381495",2016-06-08,2.62,"A"
"218","USGS","03381495",2016-06-09,2.79,"A"
"219","USGS","03381495",2016-06-10,2.63,"A"
"220","USGS","03381495",2016-06-11,2.52,"A"
"221","USGS","03381495",2016-06-12,2.41,"A"
"222","USGS","03381495",2016-06-13,2.29,"A"
"223","USGS","03381495",2016-06-14,2.14,"A"
"224","USGS","03381495",2016-06-15,2.02,"A"
"225","USGS","03381495",2016-06-16,1.34,"A"
"226","USGS","03381495",2016-06-17,1.48,"A"
"227","USGS","03381495",2016-06-18,1.71,"A"
"228","USGS","03381495",2016-06-19,1.98,"A"
"229","USGS","03381495",2016-06-20,1.69,"A"
"230","USGS","03381495",2016-06-21,1.87,"A"
"231","USGS","03381495",2016-06-22,1.81,"A"
"232","USGS","03381495",2016-06-27,1.05,"A"
"233","USGS","03381495",2016-06-28,0.94,"A"
"234","USGS","03381495",2016-07-06,4.21,"A"
"235","USGS","03381495",2016-07-07,3.88,"A"
"236","USGS","03381495",2016-07-08,2.98,"A"
"237","USGS","03381495",2016-07-09,3.2,"A"
"238","USGS","03381495",2016-07-10,3.43,"A"
"239","USGS","03381495",2016-07-11,3.36,"A"
"240","USGS","03381495",2016-07-12,3.51,"A"
"241","USGS","03381495",2016-07-13,3.52,"A"
"242","USGS","03381495",2016-07-14,3.1,"A"
"243","USGS","03381495",2016-07-15,2.64,"A"
"244","USGS","03381495",2016-07-16,2.21,"A"
"245","USGS","03381495",2016-07-17,1.84,"A"
"246","USGS","03381495",2016-07-18,1.5,"A"
"247","USGS","03381495",2016-07-19,1.44,"A"
"248","USGS","03381495",2016-07-20,1.31,"A"
"249","USGS","03381495",2016-07-21,1.3,"A"
"250","USGS","03381495",2016-07-22,1.21,"A"
"251","USGS","03381495",2016-07-23,1.15,"A"
"252","USGS","03381495",2016-07-24,1.14,"A"
"253","USGS","03381495",2016-07-25,1.22,"A"
"254","USGS","03381495",2016-07-30,1.43,"A"
"255","USGS","03381495",2016-07-31,1.37,"A"
"256","USGS","03381495",2016-08-01,1.32,"A"
"257","USGS","03381495",2016-08-02,1.25,"A"
"258","USGS","03381495",2016-08-03,1.21,"A"
"259","USGS","03381495",2016-08-04,1.2,"A"
"260","USGS","03381495",2016-08-05,1.28,"A"
"261","USGS","03381495",2016-08-06,1.23,"A"
"262","USGS","03381495",2016-08-07,1.2,"A"
"263","USGS","03381495",2016-08-08,1.17,"A"
"264","USGS","03381495",2016-08-09,1.18,"A"
"265","USGS","03381495",2016-08-10,1.13,"A"
"266","USGS","03381495",2016-08-11,1.06,"A"
"267","USGS","03381495",2016-08-14,1.69,"A"
"268","USGS","03381495",2016-08-15,1.32,"A"
"269","USGS","03381495",2016-08-16,1.19,"A"
"270","USGS","03381495",2016-08-17,1.1,"A"
"271","USGS","03381495",2016-08-18,1.02,"A"
"272","USGS","03381495",2016-08-19,0.92,"A"
"273","USGS","03381495",2016-08-20,0.82,"A"
"274","USGS","03381495",2016-08-21,0.73,"A"
"275","USGS","03381495",2016-08-22,0.7,"A"
"276","USGS","03381495",2016-08-23,0.7,"A"
"277","USGS","03381495",2016-08-24,0.7,"A"
"278","USGS","03381495",2016-08-25,0.7,"A"
"279","USGS","03381495",2016-08-26,0.7,"A"
"280","USGS","03381495",2016-08-27,0.7,"A"
"281","USGS","03381495",2016-08-28,0.7,"A"
"282","USGS","03381495",2016-08-29,0.7,"A"
"283","USGS","03381495",2016-08-30,0.7,"A"
"284","USGS","03381495",2016-08-31,0.7,"A"
"285","USGS","03381495",2016-09-01,0.7,"A"
"286","USGS","03381495",2016-09-02,0.7,"A"
"287","USGS","03381495",2016-09-03,0.7,"A"
"288","USGS","03381495",2016-09-04,0.67,"A"
"289","USGS","03381495",2016-09-05,0.6,"A"
"290","USGS","03381495",2016-09-06,0.65,"A"
"291","USGS","03381495",2016-09-07,0.7,"A"
"292","USGS","03381495",2016-09-08,0.7,"A"
"293","USGS","03381495",2016-09-09,0.74,"A"
"294","USGS","03381495",2016-09-10,0.97,"A"
"295","USGS","03381495",2016-09-11,1.41,"A"
"296","USGS","03381495",2016-09-12,1.24,"A"
"297","USGS","03381495",2016-09-13,1.2,"A"
"298","USGS","03381495",2016-09-14,1.01,"A"
"299","USGS","03381495",2016-09-15,0.77,"A"
"300","USGS","03381495",2016-09-16,0.97,"A"
"301","USGS","03381495",2016-09-17,1.2,"A"
"302","USGS","03381495",2016-09-18,1.37,"A"
"303","USGS","03381495",2016-09-19,1.3,"A"
"304","USGS","03381495",2016-09-20,1.22,"A"
"305","USGS","03381495",2016-09-21,1.11,"A"
"306","USGS","03381495",2016-09-22,1,"A"
"307","USGS","03381495",2016-09-23,0.97,"A"
"308","USGS","03381495",2016-09-24,0.92,"A"
"309","USGS","03381495",2016-09-25,0.9,"A"
"310","USGS","03381495",2016-09-26,0.95,"A"
"311","USGS","03381495",2016-09-27,1.7,"A"
"312","USGS","03381495",2016-09-28,1.89,"A"
"313","USGS","03381495",2016-09-29,1.8,"A"
"314","USGS","03381495",2016-09-30,1.77,"A"
"315","USGS","03381495",2016-10-01,1.48,"A"
"316","USGS","03381495",2016-10-02,1.45,"A"
"317","USGS","03381495",2016-10-03,1.61,"A"
"318","USGS","03381495",2016-10-04,1.56,"A"
"319","USGS","03381495",2016-10-05,1.65,"A"
"320","USGS","03381495",2016-10-06,1.52,"A"
"321","USGS","03381495",2016-10-07,1.66,"A"
"322","USGS","03381495",2016-10-08,1.62,"A"
"323","USGS","03381495",2016-10-09,1.6,"A"
"324","USGS","03381495",2016-10-10,1.52,"A"
"325","USGS","03381495",2016-12-03,1.95,"A"
"326","USGS","03381495",2016-12-04,1.97,"A"
"327","USGS","03381495",2016-12-05,2,"A"
"328","USGS","03381495",2016-12-06,2.05,"A"
"329","USGS","03381495",2016-12-07,2.33,"A"
"330","USGS","03381495",2016-12-08,2.59,"A"
"331","USGS","03381495",2016-12-09,2.73,"A"
"332","USGS","03381495",2016-12-10,2.31,"A"
"333","USGS","03381495",2016-12-11,2.2,"A"
"334","USGS","03381495",2016-12-13,2.14,"A"
"335","USGS","03381495",2016-12-14,2.35,"A"
"336","USGS","03381495",2016-12-15,2.26,"A"
"337","USGS","03381495",2016-12-16,2.04,"A"
"338","USGS","03381495",2016-12-17,2.14,"A"
"339","USGS","03381495",2016-12-18,1.97,"A"
"340","USGS","03381495",2016-12-19,1.87,"A"
"341","USGS","03381495",2016-12-20,1.86,"A"
"342","USGS","03381495",2016-12-21,1.8,"A"
"343","USGS","03381495",2016-12-22,1.89,"A"
"344","USGS","03381495",2016-12-23,1.82,"A"
"345","USGS","03381495",2016-12-24,1.7,"A"
"346","USGS","03381495",2016-12-25,1.66,"A"
"347","USGS","03381495",2016-12-26,2.39,"A"
"348","USGS","03381495",2016-12-27,3.51,"A"
"349","USGS","03381495",2016-12-28,3.34,"A"
"350","USGS","03381495",2016-12-29,2.93,"A"
"351","USGS","03381495",2016-12-30,2.51,"A"
"352","USGS","03381495",2016-12-31,1.87,"A"
"353","USGS","03381495",2017-01-01,1.63,"A"
"354","USGS","03381495",2017-01-02,1.7,"A"
"355","USGS","03381495",2017-01-03,1.78,"A"
"356","USGS","03381495",2017-01-04,1.83,"A"
"357","USGS","03381495",2017-01-05,2.2,"A"
"358","USGS","03381495",2017-01-06,2.23,"A"
"359","USGS","03381495",2017-01-07,2.21,"A"
"360","USGS","03381495",2017-01-08,2.2,"A"
"361","USGS","03381495",2017-01-09,2.15,"A"
"362","USGS","03381495",2017-01-10,2.19,"A"
"363","USGS","03381495",2017-01-11,2.26,"A"
"364","USGS","03381495",2017-01-12,2.18,"A"
"365","USGS","03381495",2017-01-14,1.94,"A"
"366","USGS","03381495",2017-01-15,2.46,"A"
"367","USGS","03381495",2017-02-01,1.5,"A"
"368","USGS","03381495",2017-02-02,1.5,"A"
"369","USGS","03381495",2017-02-03,1.5,"A"
"370","USGS","03381495",2017-02-04,1.5,"A"
"371","USGS","03381495",2017-02-05,1.5,"A"
"372","USGS","03381495",2017-02-06,1.5,"A"
"373","USGS","03381495",2017-02-07,1.44,"A"
"374","USGS","03381495",2017-02-08,1.37,"A"
"375","USGS","03381495",2017-02-09,1.3,"A"
"376","USGS","03381495",2017-02-10,1.3,"A"
"377","USGS","03381495",2017-02-11,1.3,"A"
"378","USGS","03381495",2017-02-12,1.29,"A"
"379","USGS","03381495",2017-02-13,1.12,"A"
"380","USGS","03381495",2017-02-14,1.11,"A"
"381","USGS","03381495",2017-02-15,1.2,"A"
"382","USGS","03381495",2017-02-16,1.16,"A"
"383","USGS","03381495",2017-02-17,1.1,"A"
"384","USGS","03381495",2017-02-18,1.05,"A"
"385","USGS","03381495",2017-02-19,1,"A"
"386","USGS","03381495",2017-02-20,1,"A"
"387","USGS","03381495",2017-02-21,1,"A"
"388","USGS","03381495",2017-02-22,1,"A"
"389","USGS","03381495",2017-02-23,0.98,"A"
"390","USGS","03381495",2017-02-24,0.89,"A"
"391","USGS","03381495",2017-02-25,0.8,"A"
"392","USGS","03381495",2017-02-26,0.73,"A"
"393","USGS","03381495",2017-02-27,0.66,"A"
"394","USGS","03381495",2017-02-28,0.6,"A"
"395","USGS","03381495",2017-03-22,1.24,"A"
"396","USGS","03381495",2017-03-23,1.05,"A"
"397","USGS","03381495",2017-03-24,0.82,"A"
"398","USGS","03381495",2017-03-25,0.61,"A"
"399","USGS","03381495",2017-03-26,0.44,"A"
"400","USGS","03381495",2017-03-27,0.38,"A"
"401","USGS","03381495",2017-03-28,0.35,"A"
"402","USGS","03381495",2017-03-29,0.3,"A"
"403","USGS","03381495",2017-03-30,0.39,"A"
"404","USGS","03381495",2017-03-31,0.4,"A"
"405","USGS","03381495",2017-04-01,0.4,"A"
"406","USGS","03381495",2017-04-02,0.4,"A"
"407","USGS","03381495",2017-04-03,0.4,"A"
"408","USGS","03381495",2017-04-04,0.4,"A"
"409","USGS","03381495",2017-04-05,0.47,"A"
"410","USGS","03381495",2017-04-12,2.33,"A"
"411","USGS","03381495",2017-04-13,1.94,"A"
"412","USGS","03381495",2017-04-20,2,"A"
"413","USGS","03381495",2017-04-21,1.46,"A"
"414","USGS","03381495",2017-04-22,1.06,"A"
"415","USGS","03381495",2017-04-23,1.11,"A"
"416","USGS","03381495",2017-04-24,0.91,"A"
"417","USGS","03381495",2017-04-25,1.07,"A"
"418","USGS","03381495",2017-04-26,0.78,"A"
"419","USGS","03381495",2017-04-30,2.38,"A"
"420","USGS","03381495",2017-05-01,2.08,"A"
"421","USGS","03381495",2017-05-02,2.01,"A"
"422","USGS","03381495",2017-05-03,1.98,"A"
"423","USGS","03381495",2017-05-04,1.82,"A"
"424","USGS","03381495",2017-05-05,1.66,"A"
"425","USGS","03381495",2017-05-06,1.58,"A"
"426","USGS","03381495",2017-05-07,1.44,"A"
"427","USGS","03381495",2017-05-08,1.4,"A"
"428","USGS","03381495",2017-05-09,1.4,"A"
"429","USGS","03381495",2017-05-10,1.33,"A"
"430","USGS","03381495",2017-05-11,1.27,"A"
"431","USGS","03381495",2017-05-12,1.19,"A"
"432","USGS","03381495",2017-05-13,1.1,"A"
"433","USGS","03381495",2017-05-14,1.01,"A"
"434","USGS","03381495",2017-05-15,1,"A"
"435","USGS","03381495",2017-05-16,0.95,"A"
"436","USGS","03381495",2017-05-17,0.87,"A"
"437","USGS","03381495",2017-05-18,0.8,"A"
"438","USGS","03381495",2017-05-19,0.8,"A"
"439","USGS","03381495",2017-05-20,0.8,"A"
"440","USGS","03381495",2017-05-21,0.79,"A"
"441","USGS","03381495",2017-05-22,0.74,"A"
"442","USGS","03381495",2017-05-23,0.7,"A"
"443","USGS","03381495",2017-05-24,0.77,"A"
"444","USGS","03381495",2017-05-26,0.8,"A"
"445","USGS","03381495",2017-05-27,0.9,"A"
"446","USGS","03381495",2017-05-28,0.97,"A"
"447","USGS","03381495",2017-05-29,1.05,"A"
"448","USGS","03381495",2017-05-30,1.07,"A"
"449","USGS","03381495",2017-05-31,1,"A"
"450","USGS","03381495",2017-06-01,0.93,"A"
"451","USGS","03381495",2017-06-02,0.96,"A"
"452","USGS","03381495",2017-06-03,1.08,"A"
"453","USGS","03381495",2017-06-04,1.23,"A"
"454","USGS","03381495",2017-06-05,1.2,"A"
"455","USGS","03381495",2017-06-06,1.55,"A"
"456","USGS","03381495",2017-06-07,2.27,"A"
"457","USGS","03381495",2017-06-08,3.32,"A"
"458","USGS","03381495",2017-06-09,3.31,"A"
"459","USGS","03381495",2017-06-10,3.07,"A"
"460","USGS","03381495",2017-06-11,2.91,"A"
"461","USGS","03381495",2017-06-23,2.13,"A"
"462","USGS","03381495",2017-06-24,4.94,"A"
"463","USGS","03381495",2017-06-25,4.45,"A"
"464","USGS","03381495",2017-06-26,3.57,"A"
"465","USGS","03381495",2017-06-27,4.59,"A"
"466","USGS","03381495",2017-06-28,4.57,"A"
"467","USGS","03381495",2017-06-29,4.3,"A"
"468","USGS","03381495",2017-06-30,3.91,"A"
"469","USGS","03381495",2017-07-01,3.84,"A"
"470","USGS","03381495",2017-07-12,0.61,"A"
"471","USGS","03381495",2017-07-13,0.99,"A"
"472","USGS","03381495",2017-07-14,2.25,"A"
"473","USGS","03381495",2017-07-15,1.82,"A"
"474","USGS","03381495",2017-07-16,2.28,"A"
"475","USGS","03381495",2017-07-17,1.94,"A"
"476","USGS","03381495",2017-07-18,1.83,"A"
"477","USGS","03381495",2018-02-01,2.88,"A"
"478","USGS","03381495",2018-02-02,2.81,"A"
"479","USGS","03381495",2018-02-03,2.64,"A"
"480","USGS","03381495",2018-02-04,2.69,"A"
"481","USGS","03381495",2018-02-05,2.69,"A"
"482","USGS","03381495",2018-02-17,3.47,"A"
"483","USGS","03381495",2018-02-18,3.83,"A"
"484","USGS","03381495",2018-02-19,3.75,"A"
"485","USGS","03381495",2018-02-20,3.86,"A"
"486","USGS","03381495",2018-02-21,3.81,"A"
"487","USGS","03381495",2018-02-22,3.28,"A"
"488","USGS","03381495",2018-02-23,2.92,"A"
"489","USGS","03381495",2018-02-24,2.63,"A"
"490","USGS","03381495",2018-02-25,2.41,"A"
"491","USGS","03381495",2018-02-26,1.84,"A"
"492","USGS","03381495",2018-02-27,1.97,"A"
"493","USGS","03381495",2018-02-28,1.87,"A"
"494","USGS","03381495",2018-03-01,1.49,"A"
"495","USGS","03381495",2018-03-02,1.25,"A"
"496","USGS","03381495",2018-03-03,1.21,"A"
"497","USGS","03381495",2018-03-04,1.12,"A"
"498","USGS","03381495",2018-03-05,1.05,"A"
"499","USGS","03381495",2018-03-06,1.19,"A"
"500","USGS","03381495",2018-03-07,1.21,"A"
"501","USGS","03381495",2018-03-08,1.16,"A"
"502","USGS","03381495",2018-03-09,1.23,"A"
"503","USGS","03381495",2018-03-10,1.27,"A"
"504","USGS","03381495",2018-03-11,1.28,"A"
"505","USGS","03381495",2018-03-12,1.44,"A"
"506","USGS","03381495",2018-03-13,1.47,"A"
"507","USGS","03381495",2018-03-14,1.44,"A"
"508","USGS","03381495",2018-03-15,1.48,"A"
"509","USGS","03381495",2018-03-16,1.31,"A"
"510","USGS","03381495",2018-03-17,1.28,"A"
"511","USGS","03381495",2018-03-18,1.22,"A"
"512","USGS","03381495",2018-03-19,1.18,"A"
"513","USGS","03381495",2018-03-20,1.25,"A"
"514","USGS","03381495",2018-03-21,1.39,"A"
"515","USGS","03381495",2018-03-22,1.6,"A"
"516","USGS","03381495",2018-03-23,1.62,"A"
"517","USGS","03381495",2018-03-24,1.66,"A"
"518","USGS","03381495",2018-03-25,1.86,"A"
"519","USGS","03381495",2018-03-26,1.74,"A"
"520","USGS","03381495",2018-03-27,1.2,"A"
"521","USGS","03381495",2018-03-28,1.43,"A"
"522","USGS","03381495",2018-03-29,2.17,"A"
"523","USGS","03381495",2018-03-30,1.6,"A"
"524","USGS","03381495",2018-03-31,1.05,"A"
"525","USGS","03381495",2018-04-01,1,"A"
"526","USGS","03381495",2018-04-02,1,"A"
"527","USGS","03381495",2018-04-03,0.9,"A"
"528","USGS","03381495",2018-04-04,0.89,"A"
"529","USGS","03381495",2018-04-05,0.87,"A"
"530","USGS","03381495",2018-04-06,0.9,"A"
"531","USGS","03381495",2018-04-07,0.9,"A"
"532","USGS","03381495",2018-04-08,0.83,"A"
"533","USGS","03381495",2018-04-09,0.8,"A"
"534","USGS","03381495",2018-04-10,0.8,"A"
"535","USGS","03381495",2018-04-11,0.75,"A"
"536","USGS","03381495",2018-04-12,0.7,"A"
